month,weekday,weekday_name,station,hour,direction,traffic,area,density,area_per_person,los_grade,latitude,longitude,order,los_priority
2,2,수,갈마역,23,승차,37.5,1991.4999999999998,0,637.28,A,36.35767777,127.372971,13,1
2,2,수,갈마역,0,승차,1.25,1991.4999999999998,0,19118.399999999998,A,36.35767777,127.372971,13,1
2,2,수,갈마역,1,승차,0.0,1991.4999999999998,0,,A,36.35767777,127.372971,13,1
2,2,수,갈마역,2,승차,0.0,1991.4999999999998,0,,A,36.35767777,127.372971,13,1
2,0,월,갈마역,3,승차,0.0,1991.4999999999998,0,,A,36.35767777,127.372971,13,1
2,0,월,갈마역,4,승차,0.0,1991.4999999999998,0,,A,36.35767777,127.372971,13,1
2,0,월,갈마역,5,승차,79.0,1991.4999999999998,0,302.50632911392404,A,36.35767777,127.372971,13,1
2,0,월,갈마역,6,승차,119.5,1991.4999999999998,0,199.98326359832637,A,36.35767777,127.372971,13,1
2,0,월,갈마역,7,승차,265.0,1991.4999999999998,0,90.1811320754717,A,36.35767777,127.372971,13,1
2,0,월,갈마역,8,승차,468.0,1991.4999999999998,0,51.064102564102555,A,36.35767777,127.372971,13,1
2,0,월,갈마역,9,승차,217.25,1991.4999999999998,0,110.00230149597239,A,36.35767777,127.372971,13,1
2,0,월,갈마역,10,승차,158.25,1991.4999999999998,0,151.01421800947867,A,36.35767777,127.372971,13,1
2,0,월,갈마역,11,승차,149.5,1991.4999999999998,0,159.85284280936455,A,36.35767777,127.372971,13,1
2,0,월,갈마역,12,승차,168.75,1991.4999999999998,0,141.61777777777777,A,36.35767777,127.372971,13,1
